price,sqft_living,grade,yr_built,zipcode
2.0,2120,8,1965,98007
0.0,880,6,1946,98155
0.0,1800,7,1974,98059
0.0,1600,7,1998,98002
3.0,3280,11,1925,98199
1.0,3290,7,1968,98030
3.0,2890,10,1984,98056
1.0,1730,7,1991,98198
1.0,1590,7,2000,98065
2.0,1710,7,1956,98007
0.0,1995,7,1957,98198
1.0,1300,7,1967,98034
2.0,2720,8,1985,98038
3.0,1360,8,1999,98102
2.0,1590,8,1994,98199
2.0,1200,7,1942,98103
2.0,1170,7,1910,98103
2.0,2010,6,1912,98119
0.0,1880,7,2001,98108
2.0,3250,8,1978,98075
3.0,2270,9,1975,98040
3.0,3680,7,1908,98102
3.0,1880,8,1931,98109
1.0,1050,7,1947,98115
3.0,2250,9,2005,98038
1.0,1689,8,2008,98125
3.0,2860,8,1962,98006
3.0,2710,10,1990,98122
2.0,1770,7,1967,98033
2.0,2820,8,1965,98006
3.0,3400,8,1980,98072
3.0,3110,9,2004,98052
1.0,1480,7,1953,98155
1.0,940,6,1910,98136
3.0,2680,8,2009,98052
3.0,3190,9,2005,98075
3.0,1920,9,1949,98119
3.0,2610,9,1996,98052
0.0,1040,6,1947,98055
3.0,2880,11,1982,98005
0.0,1450,7,1991,98022
3.0,3902,9,1977,98116
0.0,2460,8,1977,98023
2.0,2170,9,2003,98029
1.0,1970,7,1986,98024
0.0,1000,7,1954,98133
2.0,1580,7,1909,98117
0.0,2130,7,1962,98032
0.0,1370,7,1949,98155
2.0,2150,8,1966,98003
0.0,1370,8,1977,98092
2.0,1370,8,1918,98105
2.0,3290,8,1975,98070
2.0,3190,9,1994,98022
3.0,4140,10,1977,98004
0.0,1690,7,1986,98030
2.0,1690,7,1914,98115
1.0,1430,7,1962,98034
3.0,1980,9,2009,98103
0.0,1490,7,1990,98042
3.0,3620,8,1964,98006
3.0,2720,9,1963,98040
0.0,1490,7,1970,98031
0.0,1230,7,1986,98023
0.0,1900,7,1977,98023
1.0,1530,7,1978,98133
2.0,2290,8,1981,98077
2.0,2240,8,1956,98125
3.0,3470,9,2005,98065
2.0,3050,8,1983,98030
0.0,1100,7,1955,98030
0.0,1610,7,1976,98031
0.0,1910,8,1984,98023
1.0,1510,7,1973,98125
0.0,1280,6,1985,98002
2.0,1910,8,2007,98199
0.0,1170,6,1969,98092
2.0,1550,7,1930,98117
1.0,1060,7,1968,98106
1.0,1040,7,1944,98133
2.0,1550,7,1999,98033
3.0,2490,9,1961,98146
0.0,920,6,1950,98002
0.0,1250,6,1939,98022
3.0,2540,8,1922,98119
0.0,2190,8,1978,98030
1.0,1340,7,1987,98010
3.0,2410,8,1975,98040
1.0,1830,7,1963,98155
1.0,1850,6,1928,98108
1.0,1410,7,1954,98177
0.0,1460,8,1975,98058
3.0,1500,9,2014,98119
0.0,1130,6,1942,98133
1.0,1620,8,2008,98065
2.0,2330,7,1982,98188
2.0,1520,7,2003,98115
1.0,2840,8,2001,98022
0.0,1520,7,1949,98166
1.0,1740,8,1952,98118
3.0,4000,9,2007,98065
3.0,2780,9,1948,98199
3.0,3500,9,1951,98177
0.0,1060,7,1960,98030
1.0,1290,7,1926,98118
1.0,2390,8,1978,98034
2.0,2460,7,1972,98028
2.0,2930,9,1978,98023
1.0,2200,7,1990,98155
2.0,1870,8,1980,98034
2.0,2060,7,1975,98155
1.0,1610,7,1968,98034
0.0,2120,7,2002,98092
1.0,1450,8,2007,98199
2.0,1980,7,1923,98144
0.0,860,6,1943,98133
1.0,1460,7,1985,98056
2.0,2590,7,1958,98008
0.0,1120,6,1976,98019
0.0,1340,5,1945,98032
3.0,1780,8,1926,98118
3.0,2920,8,1909,98105
2.0,2820,7,1958,98155
2.0,1550,8,2003,98107
1.0,1600,8,1958,98022
3.0,3190,10,1982,98034
2.0,1960,7,1939,98115
0.0,970,7,1972,98045
1.0,1360,7,1966,98059
1.0,1360,7,1966,98059
3.0,3810,8,1977,98103
0.0,1340,7,1985,98042
3.0,1990,9,2012,98118
0.0,1120,7,1968,98198
2.0,2060,7,1922,98105
1.0,1170,6,1917,98126
3.0,1610,9,2014,98119
2.0,1890,9,2012,98136
0.0,1070,9,2008,98106
1.0,1680,8,1989,98055
3.0,2890,9,2014,98006
2.0,1360,7,1947,98115
3.0,1660,8,1907,98119
3.0,1620,7,1951,98115
3.0,960,6,1942,98033
0.0,1000,6,1947,98155
3.0,2395,8,2003,98053
2.0,3050,8,1966,98034
1.0,1120,6,1972,98010
3.0,2960,9,2007,98119
0.0,1250,8,2008,98133
2.0,1940,7,1910,98107
2.0,1750,8,1977,98052
3.0,2150,7,1955,98004
1.0,1500,7,1942,98117
3.0,3230,7,1925,98023
2.0,3000,8,1985,98034
2.0,1520,7,1967,98034
0.0,1190,7,1968,98042
0.0,990,7,1953,98148
0.0,1250,7,1965,98001
1.0,2080,7,1960,98118
1.0,1640,7,1988,98019
2.0,1550,7,1918,98105
1.0,1290,7,1960,98092
3.0,3250,10,2004,98146
1.0,1260,6,1942,98108
3.0,2840,10,2006,98052
2.0,1960,8,1977,98052
0.0,760,5,1903,98118
2.0,2240,8,1976,98070
3.0,2240,9,1970,98040
3.0,1820,8,1948,98146
2.0,3370,9,2005,98045
2.0,1160,8,1929,98105
2.0,1640,8,1987,98052
2.0,820,5,1999,98065
1.0,2800,9,2005,98038
0.0,1780,6,1957,98146
1.0,2200,7,1989,98092
1.0,1480,6,1910,98108
2.0,2010,7,2001,98118
3.0,2880,7,1926,98117
2.0,940,6,1900,98107
0.0,1620,7,1968,98030
3.0,4400,11,1988,98075
2.0,1530,7,1955,98116
3.0,3460,9,1974,98006
2.0,2890,7,2006,98065
0.0,1980,7,1959,98168
3.0,1980,8,1912,98102
2.0,1450,7,1984,98103
3.0,4280,11,1971,98116
0.0,1810,7,1994,98042
3.0,2490,10,2000,98116
2.0,1610,7,1928,98126
3.0,1820,7,1910,98103
3.0,9200,13,2001,98039
3.0,3520,10,1992,98077
3.0,3740,9,1951,98177
1.0,2150,7,1991,98188
3.0,3526,10,1997,98075
1.0,1070,7,1950,98116
0.0,1410,7,1949,98058
3.0,3190,10,1999,98074
1.0,1270,7,1939,98199
1.0,1970,7,1963,98059
0.0,1640,8,1968,98032
2.0,1600,8,1953,98118
0.0,3020,7,2003,98092
1.0,1350,6,1947,98077
0.0,1870,7,1959,98042
3.0,2730,9,1963,98146
1.0,1100,7,1980,98019
3.0,4320,11,1997,98004
1.0,2700,7,1959,98198
3.0,3700,10,2000,98117
1.0,2190,7,1959,98028
1.0,2840,7,1960,98028
0.0,2610,8,1987,98058
2.0,2630,8,2001,98053
0.0,1090,7,1966,98058
3.0,3090,9,1999,98092
1.0,1670,6,1919,98126
3.0,1300,7,1900,98119
3.0,3670,10,1983,98177
0.0,1700,8,1994,98030
3.0,2560,8,2004,98014
3.0,2770,8,1993,98136
3.0,3240,9,2001,98074
3.0,2300,8,2007,98053
1.0,2483,8,2005,98030
1.0,760,8,2006,98107
3.0,2040,9,1903,98112
2.0,1200,7,1945,98115
1.0,960,7,1949,98126
2.0,2410,8,1980,98072
2.0,2260,8,2000,98146
2.0,1910,7,1946,98117
2.0,1500,7,1927,98117
2.0,1360,8,2006,98112
1.0,1320,7,1982,98155
3.0,1940,7,1923,98112
3.0,2650,8,1986,98005
3.0,3040,9,1906,98102
1.0,1240,7,1952,98166
2.0,2210,7,1958,98155
0.0,1540,6,1951,98118
1.0,1320,8,2004,98106
2.0,3040,9,2008,98055
2.0,910,7,1923,98117
0.0,2040,8,1994,98092
1.0,980,7,1947,98117
0.0,980,6,1903,98118
3.0,4420,9,1962,98125
2.0,1570,7,1953,98118
1.0,1600,6,1930,98125
2.0,1830,7,1939,98199
3.0,2820,11,1991,98074
1.0,1800,6,1950,98155
3.0,4380,11,1983,98052
3.0,2980,9,2005,98029
1.0,1690,7,1942,98133
3.0,4040,11,1987,98077
0.0,1250,6,1931,98034
0.0,1500,7,1968,98058
1.0,1630,7,1959,98059
2.0,1410,7,1902,98122
2.0,1140,6,1944,98117
3.0,3280,7,2004,98053
3.0,3490,9,2001,98038
0.0,2020,8,1993,98055
3.0,4580,10,2004,98075
1.0,2270,8,1986,98092
0.0,1310,6,1947,98065
3.0,1420,7,1904,98119
3.0,2980,10,1981,98034
3.0,4180,7,2003,98053
2.0,1950,7,1961,98115
1.0,1790,8,1974,98056
1.0,1400,5,1916,98014
0.0,1320,7,1979,98168
1.0,1620,8,1980,98042
1.0,3120,9,1998,98042
0.0,2100,8,1998,98023
2.0,1370,8,2004,98107
2.0,1520,8,1969,98006
1.0,2410,7,1978,98030
2.0,1260,7,1911,98105
0.0,2830,8,1982,98023
2.0,2064,7,1903,98070
2.0,2640,8,1977,98027
0.0,1020,7,1978,98045
0.0,2200,7,1998,98031
1.0,1420,7,1956,98007
1.0,1350,6,1914,98103
2.0,1290,7,1941,98136
2.0,1680,7,1915,98107
0.0,2280,8,2008,98042
3.0,1840,8,1910,98122
3.0,2040,7,1959,98033
0.0,1490,7,1957,98146
1.0,2440,7,2007,98065
1.0,1930,8,1958,98155
0.0,1200,7,1954,98106
1.0,1550,7,1959,98106
0.0,2180,8,1978,98023
1.0,1430,8,2005,98103
2.0,1230,8,1949,98117
3.0,1670,8,1928,98119
3.0,2720,8,1936,98199
0.0,2220,7,1961,98056
3.0,1520,7,1954,98004
0.0,1590,7,1984,98038
0.0,1480,7,1959,98030
2.0,1860,7,1953,98125
0.0,1360,6,1960,98001
0.0,1360,6,1954,98178
1.0,2360,7,1960,98118
1.0,2360,8,2003,98028
1.0,1860,7,1909,98106
3.0,2630,8,1987,98052
0.0,1280,7,1996,98022
3.0,2330,8,1988,98177
0.0,720,6,1950,98178
2.0,3380,9,1999,98058
2.0,3650,7,1991,98070
3.0,1640,7,1951,98115
0.0,1730,5,1948,98065
0.0,1030,6,1952,98155
2.0,1790,7,1943,98105
2.0,840,7,1924,98119
1.0,1300,7,1969,98052
0.0,1240,6,1904,98055
2.0,2170,7,1976,98072
0.0,1330,7,1905,98022
0.0,1390,7,2006,98118
1.0,1240,6,1909,98116
2.0,880,7,1950,98116
2.0,2540,8,1990,98019
0.0,2520,7,1928,98022
3.0,2510,9,1967,98005
0.0,2020,7,1962,98168
0.0,2060,7,1987,98030
0.0,930,6,1933,98168
3.0,2700,8,1910,98116
1.0,1060,7,1939,98125
0.0,670,5,1947,98188
2.0,1750,7,1916,98107
0.0,930,6,1942,98166
1.0,2420,8,1985,98003
2.0,2410,7,1965,98166
0.0,1150,6,1953,98168
2.0,2480,7,2004,98053
1.0,1310,7,1940,98144
0.0,1240,6,1954,98198
2.0,1150,8,1911,98136
2.0,1460,7,1929,98144
2.0,3060,8,1979,98146
3.0,3520,9,2006,98052
0.0,960,7,1951,98118
1.0,2430,8,1997,98030
1.0,1930,7,1973,98198
3.0,1090,7,1945,98117
2.0,2790,8,1953,98027
0.0,1650,7,1978,98002
3.0,3740,10,1991,98070
3.0,5310,10,1967,98040
0.0,1690,7,2008,98042
0.0,1400,7,1963,98058
2.0,1440,7,1975,98075
1.0,1360,7,1987,98052
1.0,1726,7,1982,98070
2.0,2220,8,1989,98014
0.0,1850,7,1986,98023
3.0,2860,8,1910,98102
1.0,1120,6,1905,98118
2.0,2340,9,1993,98155
3.0,3760,9,1984,98006
3.0,1920,10,1997,98116
3.0,3230,8,1945,98117
1.0,1260,7,1966,98008
1.0,1540,7,1955,98155
2.0,1700,8,2005,98029
2.0,3600,7,1971,98126
3.0,3150,8,1925,98112
2.0,1280,7,1929,98116
2.0,980,7,1950,98115
1.0,2190,7,2004,98065
0.0,2470,7,2009,98166
3.0,2590,9,2001,98115
3.0,2580,9,1999,98052
2.0,1270,8,2005,98107
0.0,1250,6,1959,98058
3.0,4660,9,2003,98059
0.0,2019,8,2008,98022
0.0,1490,7,1989,98002
0.0,1560,7,1949,98070
0.0,1030,7,1962,98056
3.0,2560,8,1975,98033
0.0,1460,7,1995,98038
1.0,770,7,1950,98125
1.0,1960,7,2004,98056
1.0,1900,7,1978,98155
0.0,1970,6,1927,98106
1.0,2490,8,1995,98022
0.0,1430,6,1953,98166
3.0,2680,8,1952,98033
2.0,1610,7,1928,98103
3.0,4300,11,1987,98040
1.0,3200,7,2003,98038
1.0,2140,7,1958,98166
3.0,4240,10,1989,98075
3.0,3410,10,2008,98004
3.0,2090,7,1967,98033
3.0,1410,6,1942,98033
1.0,2820,9,1984,98072
2.0,2770,9,1997,98014
1.0,1400,7,1951,98155
3.0,3620,10,2005,98199
3.0,2260,8,1974,98040
3.0,3440,10,1931,98040
3.0,2150,8,1926,98126
0.0,1256,7,2005,98125
3.0,2220,8,1989,98027
1.0,2850,7,1962,98106
0.0,700,5,1953,98056
3.0,3700,10,1992,98077
0.0,1400,7,1961,98028
3.0,3130,7,1978,98133
2.0,2170,8,1992,98029
0.0,1020,7,1957,98056
0.0,1760,7,1937,98148
1.0,1860,7,1978,98055
1.0,1140,7,1956,98077
1.0,1670,7,1988,98045
2.0,1710,7,1923,98115
0.0,500,5,1928,98106
0.0,1470,7,1958,98042
0.0,1370,7,1953,98168
2.0,3470,7,1924,98028
1.0,1650,7,1910,98116
1.0,1180,6,1940,98116
3.0,3110,7,1921,98103
2.0,2080,8,1973,98052
0.0,1600,7,1906,98122
3.0,2380,9,1931,98199
2.0,1630,7,1918,98115
1.0,1910,7,1975,98072
1.0,3140,7,1992,98146
1.0,1250,7,1975,98052
2.0,1990,8,2004,98075
1.0,2110,8,1975,98058
1.0,2490,9,1999,98092
1.0,800,6,1938,98055
1.0,2360,7,1998,98065
1.0,1770,7,1992,98106
3.0,2710,9,1999,98074
2.0,1940,7,1940,98125
3.0,3450,10,1960,98166
3.0,3440,10,2014,98116
3.0,2410,7,1956,98033
3.0,2290,9,1978,98004
2.0,1030,7,1927,98116
3.0,2290,9,1988,98006
3.0,1490,7,1906,98122
3.0,2370,9,1949,98105
3.0,1930,8,1914,98122
3.0,1600,7,1918,98112
2.0,2240,7,1988,98053
1.0,770,5,1924,98117
3.0,2300,8,1968,98075
3.0,3400,9,2001,98006
0.0,900,6,1918,98055
2.0,1450,8,1995,98133
2.0,2240,8,2005,98133
2.0,1780,8,1994,98029
1.0,2320,8,2004,98059
1.0,1590,8,1963,98007
0.0,990,7,1936,98168
2.0,2605,8,2003,98019
3.0,2870,7,1976,98107
3.0,5180,11,2001,98065
2.0,2180,7,1900,98122
1.0,850,7,1949,98126
3.0,4050,11,1990,98040
3.0,2250,7,1909,98122
3.0,3100,11,1978,98112
0.0,1747,6,1948,98001
0.0,2410,8,2002,98092
1.0,2070,7,1958,98008
3.0,1860,7,1921,98103
1.0,950,7,1944,98126
1.0,1060,6,1951,98125
1.0,880,7,1945,98199
2.0,2550,9,2001,98027
1.0,1550,8,2008,98106
2.0,1590,7,1926,98117
2.0,1650,7,1908,98115
1.0,2430,8,2003,98038
3.0,1810,7,1960,98033
0.0,2890,8,1994,98023
1.0,1280,7,1985,98118
3.0,3410,8,1906,98102
3.0,2220,8,1914,98122
1.0,1060,8,1954,98118
0.0,1120,7,1957,98056
2.0,2680,8,2004,98019
1.0,1770,7,1947,98116
2.0,2950,7,1918,98166
2.0,1260,7,1951,98103
1.0,1430,7,1972,98034
3.0,2730,9,1986,98052
3.0,3270,9,1990,98074
0.0,1720,7,1960,98042
1.0,1270,7,1962,98056
2.0,3260,8,1978,98125
2.0,2050,8,1988,98029
2.0,2050,8,1967,98008
3.0,3580,10,1985,98072
2.0,1960,9,1983,98072
1.0,840,6,1947,98199
2.0,1300,8,1963,98008
1.0,1260,7,2003,98029
0.0,1650,7,1985,98031
0.0,1710,7,1986,98030
0.0,1180,7,1966,98002
3.0,2780,8,1979,98053
1.0,950,6,1909,98118
3.0,3620,10,1958,98040
1.0,2140,8,1987,98038
1.0,1920,8,1998,98178
0.0,750,6,1916,98108
3.0,2060,8,2001,98005
3.0,2380,8,1963,98004
0.0,750,7,1949,98125
0.0,1160,7,1983,98074
0.0,1050,6,1942,98146
0.0,1740,7,1977,98042
2.0,2050,8,1988,98074
1.0,1980,7,1949,98133
1.0,1690,8,2014,98029
3.0,2320,9,1910,98144
3.0,2480,10,1940,98177
3.0,2290,9,1958,98199
3.0,3180,10,1990,98033
3.0,3470,9,1980,98007
2.0,1540,7,1902,98107
3.0,2800,9,1963,98075
0.0,1050,7,1953,98028
0.0,1480,7,1968,98055
3.0,1010,6,1942,98033
2.0,1660,8,1965,98005
2.0,2760,7,1958,98126
0.0,1040,6,1949,98014
2.0,2220,8,1964,98166
0.0,1270,6,1954,98198
3.0,2960,10,1989,98011
0.0,1330,7,1986,98003
1.0,1210,8,2014,98029
0.0,2120,7,1998,98030
0.0,2090,7,1948,98002
1.0,2680,8,1990,98092
1.0,1790,7,1987,98045
1.0,1950,7,1956,98028
3.0,3740,9,1979,98074
0.0,1140,7,1950,98155
3.0,2480,9,2000,98052
0.0,2580,7,1964,98198
3.0,2290,7,1960,98103
2.0,2320,7,1975,98072
1.0,2530,8,1997,98031
0.0,1400,7,1969,98155
2.0,2060,8,2007,98119
3.0,1640,7,1909,98103
1.0,1960,6,1979,98027
1.0,3000,7,1961,98027
3.0,1320,7,1954,98039
3.0,1760,7,1906,98103
2.0,2130,7,1924,98136
0.0,1390,7,1988,98030
2.0,1400,6,1904,98117
2.0,3230,8,1966,98034
1.0,1110,7,1967,98034
0.0,1670,7,2002,98038
0.0,1540,7,1960,98198
0.0,2090,9,1973,98023
1.0,1410,7,1987,98034
1.0,1370,7,1964,98042
3.0,1910,8,1954,98199
1.0,1678,7,1994,98030
0.0,960,6,1977,98038
2.0,2080,7,1951,98155
1.0,1790,7,1976,98034
2.0,2540,9,1999,98034
0.0,1790,7,1963,98198
0.0,940,6,1941,98118
3.0,6810,13,1922,98102
1.0,900,6,1951,98117
3.0,1900,8,1975,98033
0.0,1440,7,1953,98108
0.0,2070,7,1973,98058
2.0,2240,7,1972,98034
1.0,3320,7,2006,98042
3.0,1950,8,1947,98109
1.0,1240,6,1941,98125
1.0,1830,7,2003,98038
3.0,1740,8,1903,98122
3.0,1410,7,1950,98004
2.0,2050,7,1986,98116
3.0,3220,10,1993,98075
1.0,1960,6,1911,98108
0.0,1070,7,1968,98002
0.0,2820,7,1967,98168
1.0,4060,9,1989,98092
1.0,800,6,1925,98118
0.0,1260,7,1979,98022
1.0,2420,8,1990,98092
0.0,810,7,1982,98033
2.0,1600,7,1947,98107
1.0,1350,7,1964,98103
0.0,970,6,1967,98003
2.0,1780,7,1947,98117
0.0,1350,7,1989,98038
0.0,1840,8,1972,98003
2.0,2550,8,1975,98166
3.0,1700,8,1931,98112
1.0,2430,8,1980,98055
1.0,2740,7,1962,98155
0.0,1560,7,1964,98001
0.0,1040,7,1954,98146
0.0,1820,7,1968,98042
3.0,1833,9,1998,98115
1.0,2160,8,1994,98126
2.0,2100,9,1998,98045
1.0,1370,7,1968,98034
1.0,1414,8,1986,98006
3.0,4115,9,2014,98053
0.0,1550,7,1949,98002
3.0,2100,8,1929,98112
0.0,1160,7,1992,98022
1.0,3597,7,2006,98001
0.0,1230,7,1960,98198
0.0,2190,8,1978,98032
1.0,1040,7,1967,98027
3.0,4690,9,1926,98112
2.0,2270,8,1974,98006
0.0,1950,8,1979,98023
1.0,1880,8,1993,98031
3.0,2850,9,2001,98075
0.0,1160,7,1947,98125
0.0,1370,7,1966,98023
3.0,3260,10,1997,98053
2.0,3170,8,1969,98027
0.0,390,4,1953,98118
3.0,3450,11,1992,98052
2.0,1490,8,1983,98092
3.0,1460,7,1963,98075
0.0,1300,7,1962,98024
1.0,1300,7,1962,98024
0.0,1540,7,1978,98032
2.0,2130,8,1964,98008
2.0,1350,8,2008,98053
3.0,2450,8,1951,98115
3.0,1940,9,1925,98112
3.0,2890,9,2003,98029
0.0,1680,8,1989,98058
0.0,1960,8,1985,98023
0.0,1590,7,1979,98038
0.0,1390,7,1958,98003
1.0,2440,8,1978,98032
0.0,1850,7,1978,98032
1.0,2800,8,1993,98003
3.0,3780,10,1986,98072
0.0,1910,7,1980,98030
1.0,2460,7,1969,98106
0.0,810,7,1936,98106
2.0,1900,7,1943,98117
3.0,3490,10,1980,98006
1.0,2200,8,1988,98058
1.0,1190,7,1969,98077
3.0,2040,8,1983,98052
2.0,2400,8,1999,98065
0.0,1670,7,1995,98055
0.0,990,6,1908,98118
1.0,2920,7,1964,98055
2.0,1840,8,1971,98075
1.0,910,7,1906,98118
2.0,2950,8,2006,98058
0.0,1240,7,1955,98166
0.0,1980,7,1996,98038
0.0,1200,7,1969,98042
1.0,1280,7,1982,98074
2.0,3150,9,2004,98058
3.0,3500,10,1996,98075
2.0,1680,7,1951,98040
1.0,1360,7,1986,98052
0.0,2110,8,1980,98023
2.0,2034,7,1947,98070
0.0,1900,7,1960,98168
2.0,2380,6,1926,98118
3.0,4050,9,1988,98166
2.0,1120,8,1999,98103
2.0,2850,8,1999,98029
2.0,2360,8,1963,98155
2.0,2540,8,1962,98006
2.0,1160,7,1941,98115
3.0,2710,10,2007,98029
3.0,3120,9,1969,98004
3.0,3120,9,1969,98004
3.0,1870,7,1951,98040
0.0,1010,7,1955,98188
3.0,2980,11,1990,98077
1.0,2420,8,2005,98038
3.0,3830,9,2014,98053
3.0,3040,10,1993,98118
0.0,1460,7,1980,98045
0.0,1940,8,2007,98168
3.0,3780,10,2001,98029
1.0,1950,7,2004,98058
3.0,2450,9,2000,98074
0.0,1730,5,1953,98056
1.0,1690,8,1929,98126
3.0,2550,10,1981,98144
2.0,2290,9,1986,98074
1.0,2710,7,1962,98001
0.0,1880,7,1978,98023
2.0,2930,8,2014,98056
2.0,3110,9,2001,98092
3.0,3480,10,1989,98053
2.0,1110,7,1961,98072
3.0,2440,7,1957,98007
0.0,2280,7,1957,98055
0.0,900,6,1944,98168
1.0,1980,7,1968,98052
1.0,3360,7,1988,98022
2.0,2340,8,1973,98052
1.0,3110,8,2002,98042
2.0,980,6,1904,98107
0.0,1480,7,1943,98122
2.0,1800,8,1976,98072
2.0,2130,8,1946,98199
2.0,1270,7,1900,98115
0.0,1150,7,2004,98001
0.0,1840,8,2012,98038
3.0,3180,9,1979,98177
3.0,1510,7,1946,98105
2.0,3070,8,2005,98059
1.0,1800,8,1983,98034
2.0,1540,8,1983,98074
2.0,2330,8,1980,98074
1.0,1400,7,1953,98166
2.0,2846,8,2000,98001
3.0,5830,11,2005,98024
3.0,3380,8,1965,98008
1.0,1440,8,1968,98058
2.0,1740,8,2008,98116
0.0,1470,7,1957,98022
2.0,2810,8,2003,98011
1.0,2090,7,1994,98106
3.0,4110,10,1979,98028
3.0,3230,9,2002,98136
2.0,2601,9,1995,98072
3.0,2070,8,1955,98136
0.0,1660,7,1957,98106
2.0,1590,7,1924,98103
3.0,1860,8,1951,98199
0.0,1420,6,1954,98188
2.0,1240,6,1910,98116
2.0,2500,8,1978,98027
2.0,2640,8,1999,98019
2.0,1440,7,1910,98115
3.0,3030,9,1976,98008
3.0,1820,7,1952,98004
2.0,2220,9,1980,98027
1.0,2430,7,1978,98059
2.0,1670,8,1962,98006
1.0,1180,7,1981,98074
1.0,1620,7,1976,98011
3.0,1030,8,1928,98116
2.0,2900,9,2007,98028
3.0,3420,9,1963,98028
1.0,1710,8,1964,98059
0.0,1580,6,1957,98002
1.0,1230,7,1984,98074
2.0,2200,7,1916,98103
2.0,2570,8,1950,98166
3.0,3320,10,1977,98040
1.0,1090,7,1955,98106
3.0,2970,8,1978,98072
2.0,1970,8,1968,98052
1.0,3220,9,1990,98031
1.0,1600,7,1966,98034
0.0,670,6,1942,98126
3.0,2360,7,1911,98115
1.0,2150,7,1949,98125
1.0,620,6,1927,98117
1.0,1730,7,1949,98125
2.0,2500,7,1963,98034
0.0,990,6,1943,98106
3.0,1420,8,1904,98103
1.0,2170,8,1978,98042
2.0,1880,8,1952,98103
0.0,1300,7,1971,98003
3.0,2360,7,1926,98103
0.0,1780,8,1956,98003
3.0,2160,8,2005,98103
0.0,950,7,1948,98126
1.0,1680,8,1985,98027
2.0,2290,9,2004,98072
3.0,4140,11,2005,98075
3.0,3920,8,2013,98103
2.0,1500,7,1951,98005
2.0,1720,7,1977,98052
1.0,2641,7,1998,98031
2.0,4930,9,1981,98072
2.0,2460,8,2001,98056
0.0,1995,8,1981,98023
3.0,3010,10,1998,98053
1.0,1270,7,1952,98126
2.0,3080,9,2003,98058
0.0,1670,7,1990,98022
0.0,1470,7,1987,98198
2.0,1730,7,1976,98034
0.0,1070,7,1969,98023
0.0,1660,7,1959,98002
3.0,2410,8,1965,98006
1.0,1040,7,2007,98107
2.0,970,7,1916,98103
3.0,2910,8,1939,98105
2.0,2340,8,1965,98006
1.0,1880,7,1985,98001
2.0,1110,6,1912,98102
3.0,2790,9,1997,98074
1.0,1590,8,2001,98019
3.0,5700,10,1977,98006
0.0,1200,6,1919,98126
1.0,3200,8,1978,98042
0.0,1510,7,1993,98038
3.0,1880,7,1978,98075
3.0,3070,8,1940,98105
2.0,2110,8,1974,98034
1.0,2350,9,1989,98023
2.0,3270,8,1997,98155
1.0,2220,7,1918,98106
3.0,5990,11,2004,98053
2.0,1760,7,1985,98052
1.0,2200,7,1951,98133
0.0,1550,6,1957,98106
3.0,5070,11,2000,98053
1.0,1040,8,2008,98122
3.0,2560,8,1927,98112
3.0,1850,8,1952,98177
2.0,2090,7,1954,98118
2.0,2010,8,2014,98029
2.0,2518,8,2005,98075
2.0,2810,8,1988,98052
2.0,2600,9,1984,98074
3.0,2060,8,1953,98136
3.0,2920,8,1999,98042
1.0,2130,8,1986,98058
2.0,2290,8,1948,98001
3.0,1230,7,1927,98115
3.0,2020,9,1961,98040
0.0,1430,7,1980,98030
3.0,2270,7,2009,98052
0.0,1910,8,1992,98031
2.0,1780,7,1954,98077
0.0,2690,7,2007,98042
1.0,1330,7,1975,98034
2.0,3060,8,1968,98133
2.0,1760,8,2008,98125
0.0,1570,7,1960,98148
0.0,960,6,1936,98168
1.0,1680,7,1991,98092
3.0,1440,7,1928,98034
1.0,1960,8,1980,98058
2.0,1790,7,1909,98103
3.0,2560,9,1988,98006
1.0,1010,7,1918,98103
2.0,2560,7,1963,98133
1.0,1200,7,1904,98122
3.0,3910,10,1999,98008
3.0,2260,9,1967,98005
2.0,2110,8,1978,98072
3.0,3340,10,1996,98033
0.0,1400,6,1944,98125
2.0,1760,7,1988,98075
2.0,2010,8,1987,98029
2.0,2300,8,1915,98117
2.0,2510,7,1963,98155
2.0,1340,7,1905,98103
1.0,1560,7,1962,98052
1.0,3350,7,1980,98198
3.0,3710,9,1999,98065
0.0,2430,8,2002,98042
2.0,2430,8,1977,98178
2.0,2100,8,1983,98074
2.0,1880,9,1987,98024
3.0,1630,8,1919,98119
3.0,1640,7,1925,98103
2.0,2310,8,1989,98011
2.0,1930,8,2003,98053
3.0,4750,10,2005,98118
0.0,2300,7,1959,98198
0.0,1050,7,2005,98029
0.0,1500,6,1947,98146
0.0,1150,6,1958,98058
0.0,1920,7,1959,98023
3.0,3660,10,1990,98053
0.0,1720,7,1981,98092
2.0,2100,8,1948,98166
0.0,2400,8,2001,98001
2.0,2540,10,1991,98074
0.0,2080,7,1966,98001
3.0,3400,10,1999,98007
0.0,2200,8,1978,98092
2.0,2140,7,1962,98033
2.0,3850,9,2002,98092
3.0,4270,9,2001,98065
0.0,1340,7,1975,98031
0.0,1100,8,1978,98198
3.0,2870,9,2005,98059
1.0,1320,7,1953,98177
3.0,2150,7,1952,98119
3.0,2470,7,1940,98199
0.0,1910,7,1980,98030
0.0,2130,7,2003,98038
2.0,2240,9,1989,98059
3.0,1800,7,1939,98107
3.0,2160,8,1949,98177
2.0,3140,8,2003,98059
1.0,1920,8,2000,98028
0.0,1050,7,1955,98022
3.0,3695,9,2014,98053
